Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Indiana Pacers,3-1,3-1,2-1,1-3,1-3,0-2,0-2,2-2,1-1,1-1,,1-1,1-1,2-0,2-2,4-0,0-2,0-4,1-1,2-1,2-2,2-2,0-2,2-0,0-2,1-1,0-2,1-2,0-2,0-3
Los Angeles Clippers,0-2,2-0,2-0,2-0,0-2,1-2,1-2,0-2,2-2,1-3,1-1,,2-2,3-0,2-0,2-0,1-2,1-1,2-2,1-1,1-1,2-0,2-2,3-1,2-2,0-4,2-2,0-2,1-3,1-1
Los Angeles Lakers,2-0,2-0,0-2,1-1,0-2,1-3,1-3,0-2,4-0,2-2,1-1,2-2,,2-2,1-1,0-2,3-1,2-0,1-2,0-2,2-0,1-1,1-3,1-2,3-1,2-1,3-1,1-1,2-1,1-1
Memphis Grizzlies,0-2,1-1,2-0,1-1,0-2,0-4,2-2,0-2,1-3,0-4,0-2,0-3,2-2,,0-2,0-2,2-1,0-2,1-3,0-2,1-1,1-1,0-4,2-2,1-2,1-3,1-2,1-1,1-3,1-1
Miami Heat,4-0,2-1,2-2,1-3,3-1,0-2,0-2,1-2,2-0,0-2,2-2,0-2,1-1,2-0,,2-1,2-0,3-1,1-1,1-3,0-4,1-3,0-2,2-0,2-0,1-1,2-0,2-1,2-0,3-1
Milwaukee Bucks,2-1,2-2,2-2,0-4,0-4,0-2,0-2,1-3,2-0,0-2,0-4,0-2,2-0,2-0,1-2,,2-0,1-2,0-2,1-3,1-3,2-1,0-2,1-1,1-1,2-0,1-1,1-3,0-2,1-3
Minnesota Timberwolves,0-2,1-1,1-1,2-0,0-2,0-4,2-2,1-1,1-2,2-2,2-0,2-1,1-3,1-2,0-2,0-2,,1-1,1-3,2-0,1-1,2-0,1-3,2-2,2-2,1-2,1-3,0-2,1-3,1-1
New Jersey Nets,2-1,2-2,2-1,3-1,1-2,0-2,1-1,0-4,1-1,0-2,4-0,1-1,0-2,2-0,1-3,2-1,1-1,,1-1,4-0,2-2,2-2,0-2,0-2,1-1,0-2,0-2,2-2,2-0,4-0
New Orleans/Oklahoma City Hornets,2-0,2-0,1-1,0-2,1-1,0-4,2-2,1-1,1-3,3-1,1-1,2-2,2-1,3-1,1-1,2-0,3-1,1-1,,2-0,1-1,0-2,0-3,1-2,3-1,0-4,2-2,0-2,1-2,1-1
New York Knicks,2-1,1-3,2-2,1-3,2-2,0-2,1-1,1-2,1-1,0-2,1-2,1-1,2-0,2-0,3-1,3-1,0-2,0-4,0-2,,2-1,1-3,0-2,1-1,1-1,0-2,1-1,1-3,1-1,2-2
Orlando Magic,1-3,3-1,2-2,2-1,2-1,0-2,1-1,0-4,1-1,0-2,2-2,1-1,0-2,1-1,4-0,3-1,1-1,2-2,1-1,1-2,,2-1,0-2,2-0,1-1,1-1,2-0,0-4,2-0,2-2
Philadelphia 76ers,3-1,3-1,2-2,1-2,1-3,0-2,1-1,1-3,0-2,0-2,2-2,0-2,1-1,1-1,3-1,1-2,0-2,2-2,2-0,3-1,1-2,,1-1,1-1,1-1,0-2,2-0,1-3,1-1,0-3
Phoenix Suns,1-1,2-0,2-0,1-1,2-0,2-2,2-1,1-1,3-1,3-1,2-0,2-2,3-1,4-0,2-0,2-0,3-1,2-0,3-0,2-0,2-0,1-1,,4-0,3-1,1-2,2-1,2-0,1-3,1-1
Portland Trail Blazers,1-1,0-2,2-0,0-2,1-1,0-3,1-3,1-1,1-2,2-2,0-2,1-3,2-1,2-2,0-2,1-1,2-2,2-0,2-1,1-1,0-2,1-1,0-4,,2-2,0-4,2-2,1-1,2-2,2-0
Sacramento Kings,1-1,2-0,1-1,2-0,0-2,0-4,2-2,1-1,1-3,0-3,2-0,2-2,1-3,2-1,0-2,1-1,2-2,1-1,1-3,1-1,1-1,1-1,1-3,2-2,,0-4,2-1,1-1,2-1,0-2
San Antonio Spurs,2-0,1-1,1-1,1-1,0-2,1-3,2-1,2-0,3-1,2-2,1-1,4-0,1-2,3-1,1-1,0-2,2-1,2-0,4-0,2-0,1-1,2-0,2-1,4-0,4-0,,4-0,2-0,2-2,2-0
Seattle SuperSonics,2-0,1-1,2-0,0-2,1-1,0-4,1-3,0-2,1-3,0-3,2-0,2-2,1-3,2-1,0-2,1-1,3-1,2-0,2-2,1-1,0-2,0-2,1-2,2-2,1-2,0-4,,1-1,2-2,0-2
Toronto Raptors,2-2,3-1,3-0,2-2,1-3,0-2,1-1,1-2,1-1,1-1,2-1,2-0,1-1,1-1,1-2,3-1,2-0,2-2,2-0,3-1,4-0,3-1,0-2,1-1,1-1,0-2,1-1,,0-2,3-1
Utah Jazz,2-0,2-0,1-1,2-0,1-1,2-1,3-1,2-0,2-2,3-1,2-0,3-1,1-2,3-1,0-2,2-0,3-1,0-2,2-1,1-1,0-2,1-1,3-1,2-2,1-2,2-2,2-2,2-0,,1-1
Washington Wizards,3-1,3-0,2-2,1-3,1-2,1-1,1-1,2-2,1-1,0-2,3-0,1-1,1-1,1-1,1-3,3-1,1-1,0-4,1-1,2-2,2-2,3-0,1-1,0-2,2-0,0-2,2-0,1-3,1-1,
